# Omega_m, Omega_b, h, n_s, sigma_8
3.310308393090963808e-01 6.402866542339324951e-02 8.720688637346030170e-01 1.191014374420046762e+00 6.502302844077348931e-01
2.253157522529363743e-01 3.623028948903083551e-02 5.647448018193245156e-01 9.567755721509456635e-01 8.870156906545161313e-01
2.248753540217876545e-01 5.804339841008186729e-02 8.986977919936181003e-01 8.694957375526428667e-01 6.209927998483181222e-01
3.187759362161159959e-01 4.209803044795989990e-02 5.880535032600164858e-01 1.078246905282139734e+00 8.421533960849046929e-01
4.898271784186363220e-01 6.889910925179720813e-02 7.516183752566576448e-01 9.878592830151319282e-01 9.492173030972480552e-01
1.915215685963630732e-01 3.107629988342523394e-02 6.601146094501018080e-01 1.159881853312253908e+00 7.139335419982671960e-01
1.419668141752481461e-01 6.229545302689076108e-02 5.161594200879335848e-01 1.138697777315974324e+00 7.868672959506511910e-01
4.393828365951776282e-01 3.760252676904201480e-02 8.205537281930446181e-01 9.104364864528179391e-01 9.500811148434877840e-01
3.692202758044004218e-01 5.081962566822767480e-02 6.319583371281624062e-01 1.019560563564300582e+00 8.586479410529136436e-01
2.744301062077283970e-01 4.924437519162893490e-02 7.297120865434407744e-01 8.295721549540758799e-01 6.783080276101827177e-01
2.735681399703026040e-01 5.091992113739252090e-02 8.783579401671886000e-01 1.115420464426279068e+00 7.668301280587911384e-01
3.702807262539863364e-01 4.936773050576448441e-02 5.833381850272416624e-01 9.370585139840841293e-01 9.958034262061119524e-01
4.398665539920330048e-01 6.225415170192719061e-02 7.687845434993505478e-01 1.046280259266495705e+00 8.888047266751527564e-01
1.412845693528652358e-01 3.757451966404914967e-02 6.679054781794547813e-01 8.061971977353096230e-01 6.738332860171795113e-01
1.908516716212034225e-01 6.877541061490774488e-02 5.114929314702749696e-01 8.959010545164346473e-01 6.253071095794439094e-01
4.902988296002149804e-01 3.097566109150648103e-02 8.002627030014992648e-01 1.054746873676776886e+00 8.119586303830146345e-01
3.198484484106302039e-01 5.807106219232083255e-02 6.397980354726314767e-01 9.642615832388401476e-01 9.033380407840013726e-01
2.240010354667902048e-01 4.213898845016956357e-02 7.469270814210176024e-01 1.186384814605116800e+00 7.339354477822780387e-01
2.258086204528808594e-01 6.391936726868152618e-02 6.129754263907670753e-01 1.099056890979409173e+00 9.740732334554195182e-01
3.303455382585525624e-01 3.609518490731716128e-02 7.238154940307139906e-01 8.516398593783378601e-01 7.890454489737749322e-01
4.594888456165791002e-01 5.290740232914686869e-02 5.350488230586052385e-01 1.167416591197252274e+00 6.960486903786659019e-01
1.593569554388523102e-01 4.696066137403250018e-02 8.267482008785009828e-01 9.832786407321691957e-01 8.670746412128209624e-01
1.089124735444784164e-01 5.576167777180672525e-02 7.956103935837746111e-01 9.185267396271229456e-01 8.337832264602184074e-01
4.099339511245488898e-01 4.418505370616913203e-02 6.910203095525503381e-01 1.133903416618704751e+00 6.031865943223237991e-01
3.799004364758730157e-01 6.739376056939364035e-02 8.548052895814179930e-01 8.493871722370386346e-01 7.118148252367972884e-01
2.762531060725450516e-01 3.269946072250604768e-02 5.568559311330318895e-01 1.003041450679302171e+00 9.251625534147024377e-01
2.943364508450031503e-01 6.525031421333551962e-02 7.041742023080587165e-01 9.574006758630275726e-01 6.559610813856124878e-01
3.993147291243076547e-01 3.492994654923677056e-02 6.091548040509223716e-01 1.191926987096667112e+00 8.816754739731549328e-01
4.171313881874084695e-01 5.657477438449860091e-02 8.445824705064297611e-01 8.765408802777528985e-01 9.777351237833500353e-01
1.142174392938613975e-01 4.312696531414986212e-02 5.437038112431764603e-01 1.072788301110267684e+00 7.598938737064599991e-01
1.645527292042970879e-01 5.442416783422231868e-02 6.872485391795635223e-01 1.025015788152813911e+00 7.393038332462310569e-01
4.667968172580003738e-01 4.535624127835035518e-02 7.760179061442613602e-01 8.225296407938004206e-01 9.229650031775236130e-01
3.496493037790060487e-01 6.372958980500698090e-02 5.655597236007452455e-01 1.106655260175466449e+00 8.175246424973010573e-01
2.440011646598577721e-01 3.652933903038501490e-02 8.726884111762047702e-01 9.408917021006345527e-01 6.447395447641610655e-01
2.061588041484355982e-01 5.959736414253712089e-02 5.886728361248969588e-01 8.281707961112261263e-01 8.601437512785196082e-01
3.001869879662990570e-01 4.054410539567470523e-02 8.995125468820333037e-01 1.019423466920852617e+00 6.779842264950275421e-01
4.834462627768516541e-01 6.857563834637403488e-02 6.607645679265260474e-01 9.098110966384410636e-01 7.819169353693723457e-01
1.852079823613166920e-01 3.139982100576162172e-02 7.524635396897793038e-01 1.137784687802195549e+00 9.562032938003539595e-01
1.355547610670328196e-01 6.010177925229073098e-02 8.214661139994859917e-01 1.160507588833570525e+00 9.445972535759210587e-01
4.330987665802240594e-01 3.979607880115509227e-02 5.168764345347881539e-01 9.887712400406598601e-01 7.173815764486789481e-01
3.505344819277524948e-01 5.174362290650606766e-02 7.306549295783042464e-01 1.079647155478596687e+00 6.228173952549695969e-01
2.558120232075452583e-01 4.832024667412043034e-02 6.327059295028447661e-01 8.696332037448883945e-01 8.391569763422012107e-01
2.564085740596055984e-01 6.170235820114613329e-02 5.275261085480451584e-01 9.466661870479583518e-01 7.291418068110943063e-01
3.624410439282655938e-01 3.827270708978176145e-02 8.358271181583405429e-01 1.105786855891346843e+00 9.081271100789308770e-01
4.289985682815313783e-01 5.022164802998305144e-02 6.245995111763477103e-01 8.150221388787031174e-01 8.011116370558738486e-01
1.271517809480428862e-01 4.991943832486868404e-02 7.137598190456628799e-01 1.037432425469160036e+00 6.361525829881429228e-01
1.768173016607761383e-01 5.862287476658821495e-02 8.576220251619816048e-01 1.064671925827860743e+00 6.629986844956874403e-01
4.793339498341083749e-01 4.144078195095061978e-02 5.555709842592477798e-01 8.859988860785961151e-01 8.996377963572740333e-01
3.121056586503982988e-01 6.947370279580356023e-02 7.918169032782316208e-01 1.195527142286300748e+00 9.910217955708503501e-01
2.067430496215820479e-01 3.042393419891595632e-02 6.964066237211227195e-01 9.551451999694109407e-01 7.716071750968694909e-01
2.430229280143976212e-01 5.344935391098261379e-02 7.686900675296783891e-01 8.678150128573179911e-01 9.360095467418432236e-01
3.381304804235696904e-01 4.625263202935457618e-02 6.695687454193830490e-01 1.082904633134603500e+00 7.009693518280982749e-01
4.704970221966505717e-01 6.462732970714568648e-02 8.841166649013758594e-01 9.986708670854568259e-01 6.079802352935075316e-01
1.733495544642210118e-01 3.555316641926765248e-02 5.791360445320605788e-01 1.152050297334790141e+00 8.289941571652889030e-01
1.230019651353359278e-01 6.685178991407156324e-02 6.477234844118356927e-01 1.149761179089546115e+00 8.718562718480824536e-01
4.208437077701091544e-01 3.340750914067029675e-02 7.405948378145694733e-01 9.026430297642946687e-01 6.912716433405876604e-01
3.877837970852852090e-01 5.505369625985623294e-02 5.010286062955856545e-01 1.018116302415728480e+00 7.998800504952668922e-01
2.933705195784568898e-01 4.472709126770496590e-02 8.122591983526945558e-01 8.342894397675991724e-01 9.632401637732982413e-01
2.865999680012464301e-01 5.728274174034596322e-02 6.516612090170383897e-01 1.176166968047618777e+00 6.432818565517663956e-01
3.820504616945982201e-01 4.258495174348354839e-02 7.599618617445230706e-01 9.731866274029016273e-01 8.189838625490665214e-01
4.030903551727533785e-01 6.579226117581130073e-02 5.987529467791319338e-01 1.057811018452048391e+00 9.150633376091719118e-01
1.032592479139566449e-01 3.422191258519888257e-02 8.879128485918045266e-01 8.915410585701465385e-01 7.472100824117660078e-01
1.536914303898811451e-01 6.302160337567330739e-02 7.319154363125562890e-01 8.062569346278906091e-01 7.519801858812570350e-01
4.526573643088340759e-01 3.707137167453766063e-02 6.298647999763489214e-01 1.041265613585710570e+00 9.856533832848072274e-01
3.324834547936916795e-01 5.388220179826021250e-02 8.161042340099811110e-01 9.254017159342765586e-01 8.802053820341825263e-01
2.361677877604961562e-01 4.606429431587458212e-02 5.206943128257990328e-01 1.122119298949837640e+00 6.574326932430266668e-01
2.140476848930120690e-01 6.787736032158137034e-02 8.429436389356852466e-01 1.009400659427046820e+00 8.470586419105530229e-01
3.172988589853048547e-01 3.195152390748262627e-02 5.438226737082004769e-01 8.381707109510898590e-01 6.149111460894346459e-01
4.975298304110765679e-01 5.904557526111603449e-02 7.083519011735915916e-01 1.128544802963733718e+00 7.188392646610737291e-01
1.961236406117677911e-01 4.124229744076728793e-02 6.033716868609190209e-01 9.190250460058451143e-01 9.431380335241555946e-01
1.465688377618789839e-01 5.244192000478506421e-02 5.719164013862609863e-01 9.792611315846443398e-01 9.576733857393264771e-01
4.470854401588439941e-01 4.776852469891310071e-02 8.647873502224683318e-01 1.170043641701340675e+00 7.804453235119581667e-01
3.677432455122471300e-01 6.065358720719814939e-02 6.752276036888360533e-01 8.609060104936361313e-01 6.858979143202305062e-01
2.636024840176105499e-01 3.909786768257617756e-02 7.864578373730182204e-01 1.088397232443094165e+00 8.522254917770624161e-01
2.671804681420326677e-01 6.984179940074683457e-02 6.878078360110521094e-01 8.423411153256893380e-01 9.094853203743695769e-01
3.641690537333488464e-01 3.014399003237485872e-02 7.988427512347697768e-01 1.008502114936709493e+00 7.273868411779403909e-01
4.443848155438899772e-01 5.835131876170635695e-02 5.594844207167625205e-01 9.239858854562044144e-01 6.312661562114953995e-01
1.492656283080577850e-01 4.178095079958438901e-02 8.521600630134344989e-01 1.126855835318565369e+00 8.056135632097720656e-01
1.996985714882612284e-01 5.050193492323160060e-02 7.207963421940803972e-01 1.174458216503262431e+00 8.951488625258207099e-01
4.939525853842496872e-01 4.955168444663286820e-02 6.160114105790853722e-01 9.778254598379134688e-01 6.678721606731414795e-01
3.146012816578149796e-01 6.136253327131271917e-02 8.303514290601015091e-01 1.093602182716131299e+00 7.733735565096140352e-01
2.167475227266550120e-01 3.854460701346397455e-02 5.314258061349391715e-01 8.586799513548613039e-01 9.896521158516407013e-01
2.334946244955062866e-01 5.531891569495201583e-02 8.036720626056195194e-01 9.713023442775010619e-01 7.058550126850604567e-01
3.351588785648346169e-01 4.439309805631637407e-02 5.080668348819017410e-01 1.180932486057281405e+00 9.315083805471658929e-01
4.562078811228275077e-01 6.648713070899248123e-02 7.444954778999089973e-01 8.904472105205059052e-01 8.276367068290710893e-01
1.501385994255542977e-01 3.368387166410684308e-02 6.422495231032371299e-01 1.061786113306879997e+00 6.097344350069761054e-01
1.005830373615026474e-01 6.496098019182683370e-02 5.861605461686849594e-01 1.039234875887632414e+00 6.895044960081577745e-01
4.057627316564321740e-01 3.528760425746441109e-02 8.755157902836799844e-01 8.116572003811598490e-01 8.732267115265130997e-01
3.856040317565202491e-01 5.317264746874571235e-02 6.641054593026638475e-01 1.120878936722874641e+00 9.677298575639724509e-01
2.830501902848482354e-01 4.661694731563330307e-02 7.726013947278260741e-01 9.300115942955017312e-01 7.950058083981275114e-01
2.899149872362614122e-01 5.414421644061803707e-02 5.136696591973304304e-01 1.085130713135004088e+00 8.234850034117698891e-01
3.912355370819569078e-01 4.571458410471677947e-02 8.247049804776906967e-01 8.626100417226553185e-01 6.383961733430624230e-01
4.236171931028366311e-01 6.266350619494914787e-02 6.353279579430818336e-01 1.153485942259430796e+00 7.454559080302715079e-01
1.202323138713836670e-01 3.736131526529788693e-02 7.280039571225642714e-01 9.942563191056251748e-01 9.164208102971315162e-01
1.698970753699541314e-01 6.614223781973124772e-02 8.964998561888932738e-01 9.043319705873728021e-01 9.842829659581184831e-01
4.739518154412508677e-01 3.396016437560320234e-02 5.917145662009716256e-01 1.144800366461276919e+00 7.537473585456609948e-01
3.409009184688329697e-01 5.699306577444077093e-02 7.560610696673393250e-01 8.351880051195621490e-01 6.623069129884242567e-01
2.402502294629812463e-01 4.294331654906272805e-02 6.571350421756505522e-01 1.013945877179503352e+00 8.757156629115343538e-01
2.095379017293453328e-01 6.100810393691063344e-02 7.794215675443411095e-01 1.101176998391747430e+00 6.166660863906144874e-01
3.093085460364818351e-01 3.881136268377304022e-02 6.838159337639808655e-01 9.479065284132957014e-01 8.457004092633724213e-01
4.758570566773414612e-01 5.218607980757952042e-02 8.702632687985897286e-01 1.032032132893800691e+00 9.386361327022314516e-01
1.802965089678764399e-01 4.811189714819193164e-02 5.680169571191072686e-01 8.170529033988714884e-01 7.237257137894630432e-01
1.299496803432703129e-01 5.933181382715702057e-02 6.119707040488719940e-01 8.820237644016742928e-01 7.755718696862459183e-01
4.262045029550790565e-01 4.088751427829265261e-02 7.013263065367937310e-01 1.065765800699591592e+00 9.621623449027538744e-01
3.589610975235700829e-01 6.753372024744749846e-02 5.399094905704260317e-01 9.503797028213739617e-01 8.535951491445302741e-01
2.598847281187772751e-01 3.220709647983312218e-02 8.484058305621147156e-01 1.197411404550075442e+00 6.841315075755118880e-01
2.530412066727876774e-01 5.780936226248741677e-02 7.430276155471802202e-01 1.023600004613399506e+00 9.975705720484256966e-01
3.533075649291277376e-01 4.248901337385177501e-02 6.452739696949720827e-01 8.272661302238702996e-01 7.654596839100122896e-01
4.365516301244497521e-01 6.913382250815630625e-02 8.088510487228632861e-01 1.142739393934607550e+00 6.693435877561568770e-01
1.320995893329381943e-01 3.068603221327066352e-02 5.044566400349139723e-01 9.081282503902912140e-01 8.936789672821759956e-01
1.824341125786304585e-01 6.190447069704533428e-02 6.733676735311746597e-01 9.931918885558843613e-01 8.070729680359363112e-01
4.862162925302982996e-01 3.783656351268291362e-02 7.648713506758213487e-01 1.159065831452608109e+00 6.298082713037729263e-01
3.036428987979888916e-01 5.120989274233579691e-02 5.763125807046890481e-01 8.748320803046226724e-01 7.352928936481475386e-01
2.027066797018051147e-01 4.900966133922338847e-02 8.869569610804319826e-01 1.077427181974053294e+00 9.015838395804166572e-01
2.474814895540475845e-01 6.703892912715674057e-02 5.529444675892591921e-01 1.190048837289213957e+00 7.935343813151121140e-01
3.461727652698755042e-01 3.298565100878476930e-02 8.602684259414672407e-01 9.621600724756718126e-01 9.691997528076171653e-01
4.639985334128141625e-01 5.601720325648784637e-02 6.996210344135761483e-01 1.071688319742679640e+00 8.653082553297281043e-01
1.673471730202436558e-01 4.384136654436588537e-02 7.885857556015253289e-01 8.805220965296030045e-01 6.974183686077595201e-01
1.176947169005870819e-01 5.262086812406778502e-02 8.322220243513585025e-01 8.205049768090248996e-01 6.018283825367688467e-01
4.136518023908138941e-01 4.731514889746904484e-02 5.311480347067117913e-01 1.030409968271851495e+00 8.355381876230240090e-01
3.965194985270500405e-01 6.426271170377731434e-02 7.167771171778440920e-01 9.396452661603689194e-01 9.300489757210016473e-01
2.971339479088783708e-01 3.583931669592857472e-02 6.215624243021011797e-01 1.111271224170923277e+00 7.073128975927829298e-01
2.789502989500761143e-01 6.336178883910179027e-02 8.672144297510385735e-01 8.538598060607910378e-01 8.865489292889833228e-01
3.772009771317244020e-01 3.680957883596420316e-02 5.694603778421878371e-01 1.093858041241765111e+00 6.514721266925335152e-01
4.063593987375497818e-01 5.469601947814226039e-02 7.830561488866806252e-01 9.847204189747571501e-01 7.585242208093404548e-01
1.124893341213464848e-01 4.501636806875467661e-02 6.786613833159208520e-01 1.162995921820402234e+00 9.795015320181846841e-01
1.620572015643119979e-01 5.629480220377446054e-02 5.476151406764984131e-01 1.135586283728480250e+00 9.212100643664598021e-01
4.567924395203590837e-01 4.349503390491008675e-02 8.391191761940717253e-01 9.135720126330852953e-01 7.406620703637599723e-01
